"Superfamily","Family","Scientific Name","TVK","Rank","Red List Status","Red List Supporting Criteria","Synanthropically Present","Endemic","Category Change","National Rarity","Generational Time","% Population Change","Extent of Occurrence","Area of Occupancy","Hectad","Continuing Decline","Severely Fragmented","Presence England","Presence Scotland","Presence Wales","Rationale"
"Apoidea","Apidae","Andrena minutula: iso. Amiet et al: 2010","","Species","LC","A2bc
A3b
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,7.0,252000.0,8800.0,866.0,"true","false","true","true","true","The most threatening accepted population change estimate is 7.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (252,000 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (8,800 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Andrena minutuloides: iso. Amiet et al: 2010","","Species","LC","A2bc
A3b
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,32.0,58750.0,872.0,105.0,"true","false","true","false","false","The most threatening accepted population change estimate is 32.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (58,750 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (872 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Andrena nana: iso. Amiet et al: 2010","","Species","RE","A2","false","false","Non-genuine","EX",1,"","","","","false","false","false","false","false","

Although the type of this small, double brooded bee (one of the small, dark, “minutula group” of bees) was collected by Kirby in Barham, East Suffolk (pre-1802), it was recorded only 4 other times, the last of which was in 1930 (West Kent, Eynsford). It has not been recorded since and is evaluated as RE."
"Apoidea","Apidae","Andrena nanula: iso. Amiet et al: 2010","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

The inclusion of this bee on the British list rests on a female in the F. Smith Collection in the University Museum, Oxford. The only documentation carried on the pin is “16.8.”. According to R.C.L. Perkins (1914) the specimen was probably sent to Smith by J.B. Bridgman of Norwich as the pin, mode of setting and label is similar to that of other Andrena species known to have been sent by him to Smith in the period 1875-77. As the presence of this taxon is based on a single specimen, with an unclear label, there is a cloud of uncertainty around the validity of this specimen."
"Apoidea","Apidae","Andrena nigriceps: iso. Perkins: 1919","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,220750.0,456.0,80.0,"true","false","true","true","true","The most threatening accepted population change estimate is 7.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (220,750 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (456 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Andrena nigroaenea: iso. Perkins: 1919","","Species","LC","A2bc
A3b
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,8.0,292550.0,9264.0,991.0,"true","false","true","true","true","The most threatening accepted population change estimate is 8.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (292,550 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (9,264 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Andrena nigrospina: iso. Else & Edwards: 2018","","Species","DD","A2b
A3b
D2","false","false","Non-genuine","ID",1,0.0,21600.0,28.0,6.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

This is a nearly all-black solitary bee which forages pollen fro Brassicascea. The species has been subject to a recent nomenclatural change."
"Apoidea","Apidae","Andrena nitida: iso. Perkins: 1919","","Species","LC","A2bc
A3b
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,8.0,170350.0,8484.0,836.0,"true","false","true","false","true","The most threatening accepted population change estimate is 8.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (170,350 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (8,484 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Andrena nitidiuscula: iso. Perkins: 1919","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,25.0,36650.0,392.0,58.0,"true","false","true","false","true","The most threatening accepted population change estimate is 25.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (36,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (392 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Apidae","Andrena niveata: iso. Amiet et al: 2010","","Species","VU","B2ab(i,ii,iii)","false","false","Non-genuine","NR",1,0.0,21300.0,104.0,14.0,"true","false","true","false","true","No statistical assessment was possible under Criterion A due insufficient data. Expert inference assessed this taxon as NT under future threat on the basis of continued intensification of the very localised known occupied areas.

The EoO (21,300 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (104 km²) is below the 500 km² EN threshold for criterion B2 , has fewer or equal to 5 locations, and satisfies the requirement for continuing decline in extent of occurrence, area of occupancy, and area, extent & quality of habitat. For Criterion D2, the number of locations was fewer or equal to 5, and there is a plausible threat of rapid habitat loss that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

This is a rare species of solitary bee (though possibly overlooked) that is very sparsely distributed from East Kent to South Devon, north to Caernarvon. Intensification of agriculture is perceived as a moderate probability/high threat risk. This particularly covers conversion of current habitat to permanent pasture, vineyards, and cereal crops. The taxon has not been observed on Oilseed Rape and is instead on Charlock (Sinapsis arvensis) beside the agricultural crop. Known locations are extremely localised, showing little ability for populations to expand."
